timestamp,log_level,user_id,ip_address,endpoint,status_code,response_time,request_id,hour_of_the_day,day_of_the_week,is_error,good_status,good_response
2024-10-05T16:52:10.000Z,ERROR,user_70606,192.97.113.230,/api/delete,714.0,0.769,9eccd988-6d28-4d46-9770-7a7853f4a335,16,Saturday,true,true,true
2023-06-06T07:25:28.000Z,ERROR,user_70617,10.53.109.247,/api/delete,684.0,0.533,3e60dec9-6b64-4943-a870-0531ad30feea,7,Tuesday,true,true,true
2024-05-31T18:46:28.000Z,DEBUG,user_70629,172.239.157.222,/api/delete,740.0,0.627,f2157a6c-66b7-43d4-a5df-3ba9a611bfee,18,Friday,false,true,true
2023-04-26T14:08:57.000Z,WARN,user_70662,172.40.175.96,/api/login,684.0,0.472,9ee407ae-2f4c-453c-b3e9-db328df46e0b,14,Wednesday,false,true,true
2024-05-29T00:16:09.000Z,DEBUG,user_70712,172.182.217.73,/api/login,502.0,0.633,35c51902-0054-40e0-8479-177a225f1b4c,0,Wednesday,false,true,true
2024-06-04T08:13:10.000Z,WARN,user_70803,192.194.18.1,/api/login,519.0,0.947,bd47b567-f02c-40d8-aafb-6883ed16efcd,8,Tuesday,false,true,true
2023-12-04T01:06:07.000Z,ERROR,user_70804,10.204.248.213,/api/delete,550.0,0.433,0932f2df-9d52-43c8-9a67-55037d6245e2,1,Monday,true,true,true
2023-04-12T13:00:04.000Z,WARN,user_70818,192.39.80.160,/api/logout,583.0,0.543,fd4cb5b2-d041-484a-a6c2-f0fa54c68807,13,Wednesday,false,true,true
2023-06-08T23:43:37.000Z,ERROR,user_70856,10.213.100.94,/api/update,585.0,0.091,ba458e73-4057-49c7-8d6c-1927d9780bc3,23,Thursday,true,true,true
2023-05-07T02:56:21.000Z,WARN,user_70871,10.229.214.112,/api/login,734.0,0.53,0864bec0-f7b8-44ec-b03b-46ef6822fe90,2,Sunday,false,true,true
2023-03-01T10:45:00.000Z,DEBUG,user_70933,10.114.168.69,/api/register,720.0,0.625,4e5bf159-eca9-4c0b-af73-04ec79bff06b,10,Wednesday,false,true,true
2023-02-23T01:27:33.000Z,WARN,user_70959,172.5.191.47,/api/delete,673.0,0.824,76e14673-a1d4-4bfb-b95a-7744910629f9,1,Thursday,false,true,true
2023-04-03T20:55:19.000Z,INFO,user_70962,172.17.247.238,/api/logout,528.0,0.455,9b05e8b4-d119-4d98-abf8-bccc2a61f70d,20,Monday,false,true,true
2025-03-18T12:37:38.000Z,INFO,user_70972,10.146.146.207,/api/update,694.0,0.904,f9d217cf-c554-4922-ab19-b93da902a8b4,12,Tuesday,false,true,true
2024-04-04T05:11:40.000Z,DEBUG,user_71019,192.200.159.30,/api/logout,688.0,0.581,71efd1a9-246e-40f4-9dba-12a1d40799f8,5,Thursday,false,true,true
2025-01-15T07:55:53.000Z,INFO,user_71056,172.113.20.157,/api/logout,517.0,0.531,262ca32a-cf68-40fd-b30f-b611dce608f8,7,Wednesday,false,true,true
2025-03-09T23:01:19.000Z,DEBUG,user_71095,10.19.164.172,/api/update,739.0,0.206,6532be00-44b4-4366-9f1b-fb150062a270,23,Sunday,false,true,true
2023-08-11T00:41:17.000Z,DEBUG,user_71098,10.15.109.172,/api/login,686.0,0.499,f173dbc4-9c39-4fff-98ce-93cbee6f4a9e,0,Friday,false,true,true
2024-04-15T16:03:40.000Z,ERROR,user_71174,172.95.52.232,/api/login,545.0,0.679,da7e7744-d07c-48fc-b6d5-a7b8dc6d3e10,16,Monday,true,true,true
2024-02-11T16:39:52.000Z,WARN,user_71189,172.242.19.96,/api/search,567.0,0.092,7517c713-f3b3-4a6c-b915-e71e235c91a5,16,Sunday,false,true,true
2023-01-22T02:32:15.000Z,WARN,user_71207,10.194.5.169,/api/delete,698.0,0.424,19f8800c-1913-41f6-965a-568aed92e49b,2,Sunday,false,true,true
2024-03-02T13:41:27.000Z,WARN,user_71215,10.87.132.133,/api/search,540.0,0.092,214f1d64-7a98-4046-9c48-7c737f6256d1,13,Saturday,false,true,true
2024-07-18T00:14:42.000Z,DEBUG,user_71246,10.6.146.38,/api/update,634.0,0.739,990cbaef-aa79-4b08-a505-6dbb1001bf77,0,Thursday,false,true,true
2023-06-20T19:42:10.000Z,INFO,user_71248,172.69.162.55,/api/login,618.0,0.763,41fe4bed-7d5d-489b-8c16-a22fb02d10c6,19,Tuesday,false,true,true
2024-11-19T20:00:57.000Z,DEBUG,user_71268,10.219.215.132,/api/search,532.0,0.519,07224436-fe65-4714-b834-4bc93296204f,20,Tuesday,false,true,true
2023-07-17T20:04:37.000Z,INFO,user_71293,172.8.155.217,/api/register,526.0,0.342,2f6a2898-03e9-4560-8db2-d8e619b26290,20,Monday,false,true,true
2025-02-28T22:21:21.000Z,INFO,user_71299,192.63.222.102,/api/logout,663.0,0.077,1f321a3b-e7fd-404b-8fd1-e5140ea128f2,22,Friday,false,true,true
2023-10-20T16:11:36.000Z,DEBUG,user_71316,172.189.220.166,/api/search,708.0,0.522,5eae302c-902b-429d-bc93-12603c59d3c5,16,Friday,false,true,true
2024-04-27T22:51:50.000Z,WARN,user_71317,10.128.129.80,/api/register,560.0,0.505,2fd19cd7-b5b2-429a-88a1-a7384eaa9f80,22,Saturday,false,true,true
2024-11-14T05:21:28.000Z,DEBUG,user_71337,172.119.107.144,/api/update,665.0,0.969,1469a879-155f-4cf5-b30e-4b2ec15ec98f,5,Thursday,false,true,true
2025-03-31T19:52:28.000Z,ERROR,user_71342,10.50.244.19,/api/login,563.0,0.516,e2ae9b7d-854f-4632-94c4-3da8b3d2cd36,19,Monday,true,true,true
2023-07-10T06:27:39.000Z,INFO,user_71351,10.220.228.164,/api/search,560.0,0.195,ada9c7bb-9730-4792-8410-739e1d24944a,6,Monday,false,true,true
2024-12-05T06:47:06.000Z,DEBUG,user_71354,172.75.227.128,/api/search,621.0,0.791,f51e681e-fca1-4979-9afa-a3e5474b2bad,6,Thursday,false,true,true
2023-08-25T12:19:28.000Z,WARN,user_71405,192.171.83.77,/api/delete,507.0,0.096,b3270600-5e6a-4072-8ad6-f2d55739c455,12,Friday,false,true,true
2024-06-21T09:42:58.000Z,ERROR,user_71416,172.184.29.219,/api/logout,669.0,0.599,3057533e-069b-4ee8-baca-68671994bcf3,9,Friday,true,true,true
2023-09-27T12:46:27.000Z,DEBUG,user_71454,192.166.118.104,/api/search,640.0,0.79,3e71f522-33da-47da-955a-8e1454a496e8,12,Wednesday,false,true,true
2024-10-14T08:08:06.000Z,ERROR,user_71465,10.241.34.169,/api/logout,610.0,0.25,23d1243a-e366-411e-a542-b3a8bb385adb,8,Monday,true,true,true
2024-05-02T20:14:51.000Z,DEBUG,user_71473,172.195.200.225,/api/delete,734.0,0.428,78725af7-5eff-46e6-b3dc-c361cc9859a5,20,Thursday,false,true,true
2025-04-28T09:06:42.000Z,ERROR,user_71491,10.216.25.186,/api/delete,626.0,0.561,58a99ef0-6991-4473-b4b2-16c8fead9af3,9,Monday,true,true,true
2024-01-03T07:13:31.000Z,ERROR,user_71540,10.178.87.251,/api/login,548.0,0.441,004cbf2d-133d-44a8-bfa8-d1c1d6e86f49,7,Wednesday,true,true,true
2024-03-15T08:33:59.000Z,INFO,user_71602,192.66.4.149,/api/logout,572.0,0.8,b9af49ee-7b8d-466e-888b-e8ffb30d20c8,8,Friday,false,true,true
2025-01-09T03:26:02.000Z,DEBUG,user_71609,10.192.168.14,/api/search,576.0,0.536,45d76a62-8e30-4a4f-bc39-c7dba31a60ef,3,Thursday,false,true,true
2023-04-10T05:42:47.000Z,INFO,user_71645,10.203.7.10,/api/search,628.0,0.952,1c7f427a-c51c-4176-b83d-e7a22276e05a,5,Monday,false,true,true
2024-02-27T14:07:45.000Z,INFO,user_71693,172.122.134.110,/api/login,588.0,0.376,0d2dbf04-82b9-48e9-a48d-6cbfb23d4b6a,14,Tuesday,false,true,true
2024-11-23T23:06:34.000Z,DEBUG,user_71699,172.145.168.254,/api/login,642.0,0.782,18e69fdb-e73d-4fe8-a6a6-3d7381cccb28,23,Saturday,false,true,true
2024-05-07T16:30:07.000Z,WARN,user_71707,192.255.46.62,/api/login,693.0,0.227,09767896-2247-4d43-ae9a-cc0f0ec8eb48,16,Tuesday,false,true,true
2024-02-22T12:51:38.000Z,DEBUG,user_71724,192.77.41.193,/api/search,718.0,0.787,ff29754b-e88c-4dda-8e34-9cc9c21bc7a1,12,Thursday,false,true,true
2023-04-20T23:11:10.000Z,WARN,user_71743,10.19.32.19,/api/login,569.0,0.832,94c8cb17-476c-4d20-8f0d-1a6b427b1d02,23,Thursday,false,true,true
2023-10-11T04:24:49.000Z,DEBUG,user_71755,192.140.20.173,/api/update,560.0,0.638,03981210-995f-4ccd-91f7-49b1abce4e6a,4,Wednesday,false,true,true
2023-09-28T15:01:09.000Z,ERROR,user_71782,172.193.85.142,/api/logout,566.0,0.076,862bf573-a1a0-4cbd-ad0f-cb14c6e30362,15,Thursday,true,true,true
2024-09-26T13:44:52.000Z,ERROR,user_71793,10.192.237.113,/api/search,574.0,0.32,a3c0edc9-c1e5-465a-81bd-98cc5fe7b6da,13,Thursday,true,true,true
2023-11-10T01:53:49.000Z,WARN,user_71897,172.93.11.207,/api/search,700.0,0.36,d2e1372e-a51d-4bdb-8852-e606621a3d72,1,Friday,false,true,true
2024-04-23T10:16:33.000Z,ERROR,user_71904,192.108.252.16,/api/update,670.0,0.13,3256770e-af05-46c7-9071-367f399ef993,10,Tuesday,true,true,true
2025-01-17T16:47:18.000Z,ERROR,user_71917,192.145.160.137,/api/login,718.0,0.617,2d0a9088-2979-4657-8af6-f10c0848fc6b,16,Friday,true,true,true
2024-05-09T14:40:04.000Z,INFO,user_71937,192.69.187.208,/api/register,599.0,0.96,3bb10867-83d2-458e-b61d-0c46038db323,14,Thursday,false,true,true
2023-05-10T21:14:25.000Z,ERROR,user_71944,172.237.144.50,/api/register,708.0,0.332,12d19c18-d346-4890-8a1b-edc931fcfe34,21,Wednesday,true,true,true
2024-03-03T11:59:25.000Z,ERROR,user_71986,172.227.82.6,/api/logout,628.0,0.376,6ee6f4c3-dfc1-488d-8b7d-d0a35ede9775,11,Sunday,true,true,true
2025-04-01T18:19:20.000Z,ERROR,user_72046,10.248.94.149,/api/delete,578.0,0.979,8f7658d1-cbfa-40cf-8b39-aa0dfe3d8ba6,18,Tuesday,true,true,true
2025-04-05T06:02:27.000Z,INFO,user_72052,10.106.70.130,/api/update,534.0,0.831,2bd78434-2074-4df9-9630-7e554c64fdf1,6,Saturday,false,true,true
2023-08-19T16:38:03.000Z,ERROR,user_72054,172.201.148.71,/api/delete,545.0,0.106,d9aa0769-35bf-4a19-b844-2b577946461a,16,Saturday,true,true,true
2023-03-26T10:13:55.000Z,ERROR,user_72064,192.103.81.169,/api/delete,726.0,0.665,6e09c52a-4122-4901-98c4-75704f6a6e42,10,Sunday,true,true,true
2023-09-02T06:55:18.000Z,ERROR,user_72114,172.160.143.29,/api/delete,604.0,0.104,b96aaa4b-ef92-4fc0-aee5-31b74ec1b106,6,Saturday,true,true,true
2023-12-07T19:00:17.000Z,WARN,user_72123,172.7.174.127,/api/logout,556.0,0.61,567abf29-9bdf-4fb5-80b3-8451db7912ec,19,Thursday,false,true,true
2023-09-02T01:50:10.000Z,DEBUG,user_72133,172.34.18.218,/api/register,516.0,0.224,ebb479a7-9cb7-4f71-b5b8-042bbc537e60,1,Saturday,false,true,true
2023-03-20T07:01:24.000Z,INFO,user_72157,192.216.200.127,/api/register,653.0,0.427,e0af658f-2220-4588-85f0-1c8efe85271c,7,Monday,false,true,true
2023-02-16T23:43:56.000Z,WARN,user_72212,192.218.217.98,/api/search,579.0,0.563,7c3b9836-86de-47d0-a75b-e5bf7d47517d,23,Thursday,false,true,true
2023-12-07T07:10:57.000Z,ERROR,user_72228,192.209.121.77,/api/register,558.0,0.934,82e60fb6-8527-4d4f-bdd2-9b6c191e1e74,7,Thursday,true,true,true
2024-12-21T19:31:07.000Z,ERROR,user_72236,172.70.47.63,/api/delete,714.0,0.456,d2cbe93c-f67e-4898-aa37-18e63d33107f,19,Saturday,true,true,true
2024-02-03T09:05:27.000Z,DEBUG,user_72246,192.126.252.73,/api/register,526.0,0.978,be705975-5b84-422c-878a-4238493ddf64,9,Saturday,false,true,true
2023-12-12T22:09:56.000Z,ERROR,user_72253,192.72.168.169,/api/login,534.0,0.184,6ef106f3-516a-443d-a19c-d07d38be1ce1,22,Tuesday,true,true,true
2023-03-17T04:42:34.000Z,DEBUG,user_72274,10.107.188.117,/api/search,533.0,0.248,f8246483-1c97-4c8e-8313-cf672ff3f6f9,4,Friday,false,true,true
2024-02-23T12:55:43.000Z,WARN,user_72277,172.220.24.190,/api/logout,543.0,0.276,5ab28215-76bb-4195-b308-5f4495fa5808,12,Friday,false,true,true
2023-10-18T05:16:14.000Z,WARN,user_72292,192.40.125.54,/api/login,605.0,0.574,f0b11b46-cb91-4031-9139-3f665cc940d7,5,Wednesday,false,true,true
2024-03-21T12:50:35.000Z,DEBUG,user_72326,172.96.30.45,/api/update,521.0,0.581,6d1f5bce-d3f8-4587-bcf5-37cbfe1bd227,12,Thursday,false,true,true
2024-05-10T07:12:35.000Z,DEBUG,user_72403,10.60.180.54,/api/search,733.0,0.312,0b01ddbb-9704-4660-95e1-9a29c79cd336,7,Friday,false,true,true
2025-01-29T15:58:47.000Z,WARN,user_72427,10.179.47.184,/api/logout,663.0,0.99,d54759a1-554d-480e-babd-591a474d735b,15,Wednesday,false,true,true
2024-02-15T05:29:39.000Z,DEBUG,user_72469,10.112.201.217,/api/register,612.0,0.799,b366661e-28e3-45ed-a117-1c0e7c9c2e66,5,Thursday,false,true,true
2024-01-01T22:41:30.000Z,INFO,user_72481,172.127.83.14,/api/search,542.0,0.424,fb257c0f-fabf-4be3-98bf-3cf4dbc23c39,22,Monday,false,true,true
2023-08-27T13:59:21.000Z,INFO,user_72489,192.196.76.200,/api/delete,510.0,0.532,95615873-a368-4f8e-9477-5a9f4745d5fb,13,Sunday,false,true,true
2023-01-04T23:36:37.000Z,ERROR,user_72496,172.107.148.46,/api/delete,515.0,0.669,01011d36-fb91-4e31-94de-f52d330260d2,23,Wednesday,true,true,true
2023-07-18T08:13:58.000Z,INFO,user_72533,10.75.94.170,/api/login,674.0,0.342,c4e4b04b-f0d6-48f6-b95b-0f41928d7096,8,Tuesday,false,true,true
2023-07-17T10:21:41.000Z,INFO,user_72545,172.173.160.121,/api/delete,682.0,0.882,34c21c91-259c-42f8-87ba-c13bede147a3,10,Monday,false,true,true
2023-12-09T10:57:02.000Z,INFO,user_72561,192.122.95.150,/api/register,720.0,0.839,a29472c5-0c7b-4947-bdca-c18cba1126d2,10,Saturday,false,true,true
2023-11-23T21:26:28.000Z,INFO,user_72573,192.158.123.232,/api/update,656.0,0.522,806e4a9e-d3a6-439e-b1b2-38f98d599383,21,Thursday,false,true,true
2025-01-12T18:13:25.000Z,ERROR,user_72583,172.230.220.181,/api/delete,562.0,0.356,0b70459e-476c-44dc-b84d-7afb37072bc0,18,Sunday,true,true,true
2023-02-08T10:42:44.000Z,DEBUG,user_72587,172.186.12.164,/api/search,663.0,0.902,487e665f-a029-4484-a466-d70349fd24ac,10,Wednesday,false,true,true
2023-10-24T01:32:51.000Z,DEBUG,user_72611,172.97.235.113,/api/delete,724.0,0.995,36db45d5-5312-480f-95f8-952e5f2541b8,1,Tuesday,false,true,true
2023-10-01T02:46:31.000Z,INFO,user_72628,10.86.136.245,/api/delete,607.0,0.767,3e0a4a06-20c6-490f-a3c0-8fae5188f988,2,Sunday,false,true,true
2023-06-21T02:39:24.000Z,DEBUG,user_72638,192.226.134.242,/api/logout,738.0,0.934,c9504870-5582-4ae3-b2bf-b6298001d6e0,2,Wednesday,false,true,true
2025-01-12T23:48:44.000Z,INFO,user_72652,192.209.216.206,/api/register,675.0,0.653,acbadb9f-e14a-4699-806e-469aef89f370,23,Sunday,false,true,true
2023-01-15T03:49:33.000Z,ERROR,user_72679,10.163.89.138,/api/login,535.0,0.904,5b9dcbcf-65f3-4ed7-a639-35b1a7481ffd,3,Sunday,true,true,true
2024-03-04T05:13:27.000Z,ERROR,user_72778,172.173.223.144,/api/delete,615.0,0.348,0cc7ddf5-85e1-4eb6-aa1a-873ae9726e10,5,Monday,true,true,true
2024-03-31T07:45:51.000Z,ERROR,user_72790,10.84.201.91,/api/search,605.0,0.933,5ead976c-65db-4564-a5ed-61a84ef690c8,7,Sunday,true,true,true
2025-04-06T18:34:55.000Z,INFO,user_72800,192.46.81.110,/api/search,548.0,0.858,8c2f285d-12a7-4923-9597-8b3f4ec5b526,18,Sunday,false,true,true
2024-07-14T04:25:30.000Z,ERROR,user_72807,10.114.112.152,/api/search,628.0,0.186,498817dd-21af-40d9-9978-51e30a0c845a,4,Sunday,true,true,true
2024-04-13T11:14:54.000Z,ERROR,user_72816,10.79.116.192,/api/login,690.0,0.502,f69a14e6-a436-4bf0-b882-3b3cb4aaf687,11,Saturday,true,true,true
2024-10-08T18:53:49.000Z,INFO,user_72827,172.186.54.9,/api/login,706.0,0.785,b8965838-7fa7-49ea-b372-779f16397818,18,Tuesday,false,true,true
2023-12-05T07:30:22.000Z,INFO,user_72853,192.55.47.80,/api/search,576.0,0.71,b9f60af8-62bc-4294-adbc-269906ab6664,7,Tuesday,false,true,true
2023-08-31T08:48:06.000Z,DEBUG,user_72923,192.108.157.7,/api/search,588.0,0.085,d18307eb-6abb-403e-81bc-d1aaef68156a,8,Thursday,false,true,true
2024-07-01T01:55:55.000Z,WARN,user_72955,10.6.13.228,/api/update,556.0,0.378,1152681d-5ade-4ae5-a1db-5bb27a7f205f,1,Monday,false,true,true
2024-11-27T04:12:14.000Z,INFO,user_72988,10.221.203.75,/api/update,648.0,0.358,c010265b-3da8-4b07-9c7e-0c50ca819639,4,Wednesday,false,true,true
2024-10-18T21:44:00.000Z,WARN,user_72996,10.8.46.227,/api/register,539.0,0.476,8f30d5b0-9abf-44ee-8806-f0817d3cc267,21,Friday,false,true,true
2023-08-18T17:54:50.000Z,WARN,user_73039,192.199.204.92,/api/search,698.0,0.897,9f41d807-7d7b-4d0a-b4df-87ab946165bc,17,Friday,false,true,true
2025-03-13T05:44:42.000Z,INFO,user_73077,10.180.75.125,/api/delete,705.0,0.27,19ac1b40-d2a5-4325-a16f-c10521640647,5,Thursday,false,true,true
2024-04-04T06:47:21.000Z,ERROR,user_73078,172.73.136.118,/api/delete,721.0,0.483,94bbbb00-6be9-4a6c-8f62-8d307ae98845,6,Thursday,true,true,true
2023-02-08T00:06:57.000Z,ERROR,user_73080,192.163.76.162,/api/register,659.0,0.929,e16b371b-6f45-447d-83d1-f264906568c4,0,Wednesday,true,true,true
2024-05-16T10:05:28.000Z,DEBUG,user_73086,192.86.124.252,/api/login,718.0,0.767,016eee4a-b601-4265-afcd-c023d2ec2e68,10,Thursday,false,true,true
